sample_id,dataset,emotion,split,pitch_mean,pitch_std,voiced_ratio,rms_mean,rms_std,zcr_mean,zcr_std,pause_ratio,pause_count,speaking_continuity
s000562,RAVDESS,fear,train,246.43271004232005,33.89637315646574,0.6923076923076923,0.12446843517392657,0.09545361140298439,0.14931925060679613,0.13551239915358892,0.0,0,1.0
s008984,TESS,fear,validation,292.47997136816866,29.759808580929267,0.7678571428571429,0.16683277377002947,0.09950069977797296,0.13181834177927929,0.1626547719137608,0.0,0,1.0
s008430,CREMA-D,fear,test,124.61675291349015,57.695436459929944,0.7738095238095238,0.08706156387479005,0.07261457558958846,0.06660507110778444,0.08086812478268773,0.0,0,1.0
s005343,CREMA-D,fear,train,382.8292763022685,29.186235152085253,0.8125,0.1445563307031989,0.0870568110273949,0.09809827302631578,0.02905560204329553,0.0,0,1.0
s002169,CREMA-D,fear,train,156.70688700977544,14.707446510814606,0.2894736842105263,0.07310722569706819,0.08403972913270437,0.07026076158940397,0.06284160987368087,0.0,0,1.0
s007037,CREMA-D,fear,test,236.13795847032296,81.42129768741007,0.6607142857142857,0.08748780383921421,0.08166197784222173,0.08018369932432433,0.04693605978649568,0.0,0,1.0
s010187,TESS,fear,train,330.74014672275274,55.76255022973382,0.8679245283018868,0.1579292397546981,0.11633632309664563,0.1884765625,0.19735584776688644,0.019230769230769273,1,0.9807692307692307
s009081,TESS,fear,validation,296.6789259995589,17.14246628270932,0.9111111111111111,0.17409566458670445,0.11302902280414964,0.11531118328651685,0.15710688990456514,0.0,0,1.0
s006133,CREMA-D,fear,test,375.41827879968196,81.79950790934924,0.7058823529411765,0.1048826842165705,0.08874106648620891,0.1513817630597015,0.0519428368519328,0.030303030303030276,0,0.9696969696969697
s010267,TESS,fear,train,333.0733472578387,41.497501016664714,0.6666666666666666,0.12047311497222193,0.09397047815161225,0.2150256587009804,0.22382700092906715,0.0,0,1.0
s009094,TESS,fear,validation,309.0211709457296,19.326163720338158,0.9090909090909091,0.20107530980286273,0.10523748114606372,0.1070556640625,0.14641321014147757,0.0,0,1.0
s004107,CREMA-D,fear,train,301.69013636497056,75.57718396555867,0.5735294117647058,0.11366780191276442,0.10242061304165075,0.10233800551470588,0.11214285850053486,0.029453217131187648,0,0.9705467828688124
s001116,CREMA-D,fear,test,210.52733054430166,33.47965014103266,0.6666666666666666,0.09204006557707238,0.09078166666842737,0.11917519358407079,0.12244338932340347,0.3035714285714286,1,0.6964285714285714
s008300,CREMA-D,fear,validation,119.73196910289903,66.58024639254559,0.75,0.14091542018753178,0.11540477899127838,0.10159935141509434,0.1296719873825788,0.0,0,1.0
s005151,CREMA-D,fear,train,106.05092308732561,10.277889382062247,0.7078651685393258,0.08598356545390037,0.051615977614962956,0.06404713834269662,0.04136663363030921,0.0,0,1.0
s007774,CREMA-D,fear,train,77.15222609613723,10.215491413358297,0.935064935064935,0.09584902112487874,0.06872858194489892,0.05664700776143791,0.062194726607287,0.0,0,1.0
s006790,CREMA-D,fear,test,105.72626430559713,17.95286780248689,0.46153846153846156,0.1285563649179844,0.07841444574337302,0.05921724759615385,0.030255743667607183,0.0,0,1.0
s002121,CREMA-D,fear,train,213.61079494422893,13.14901414016831,0.46153846153846156,0.051004268788523224,0.06720831872641832,0.13702913032945738,0.10776041893262828,0.140625,1,0.859375
s007644,CREMA-D,fear,train,119.92015340820579,24.769701629365066,0.7083333333333334,0.11665192642249167,0.0663028930276686,0.0746188693576389,0.06532701252939414,0.0,0,1.0
s003369,CREMA-D,fear,train,414.9757409237848,88.0028919010974,0.7627118644067796,0.14318218741279382,0.1369602651335279,0.17277644230769232,0.09895958152703736,0.03448275862068961,1,0.9655172413793104
s008956,TESS,fear,validation,302.38392289870905,28.521311211683372,0.8913043478260869,0.15911637611039306,0.09117948453721313,0.12743079144021738,0.16029169301248888,0.0,0,1.0
s004247,CREMA-D,fear,train,329.514159490708,31.324111025275933,0.8611111111111112,0.11404818108528328,0.10167853013918007,0.11070917693661972,0.0632991450527554,0.0,0,1.0
s005203,CREMA-D,fear,train,180.56597985210195,33.35716354563783,0.504950495049505,0.07203322554943128,0.06875411721618326,0.09701978389303482,0.11389968540000431,0.0,0,1.0
s003891,CREMA-D,fear,train,301.58493439374325,104.85559440704131,0.9130434782608695,0.16005790106706566,0.0958633204229272,0.1005108173076923,0.03247784707442497,0.0,0,1.0
s008957,TESS,fear,validation,274.59137706795315,13.549671630092611,0.8367346938775511,0.14723105399302908,0.10285503623124577,0.15300821520618557,0.18237475931931224,0.0,0,1.0
s001040,RAVDESS,fear,train,332.7412145655354,39.27305312524733,0.90625,0.11844115350835437,0.09403321763107463,0.1851931594488189,0.1484046476274775,0.0,0,1.0
s011166,SAVEE,happy,train,221.03597288783456,69.74651585428737,0.6551724137931034,0.19233051523691927,0.15798161623961368,0.10873296929065744,0.1405038523589035,0.01388888888888884,1,0.9861111111111112
s001105,CREMA-D,happy,test,68.51999655689914,1.6685182224793613,0.11290322580645161,0.06054604974304957,0.06499863826579856,0.10583102318548387,0.10639540823682792,0.0,0,1.0
s005234,CREMA-D,happy,train,244.36905324612067,36.88560752402682,0.8823529411764706,0.12127134413805915,0.09504932539005304,0.10181028451492537,0.03943002220924801,0.0,0,1.0
s004087,CREMA-D,happy,train,0.0,0.0,0.0,0.08588027353756703,0.06475801194918906,0.06588040865384616,0.0360036905316915,0.0,0,1.0
s003330,CREMA-D,happy,train,329.9045208708109,95.3009543483915,0.7105263157894737,0.15312664146652286,0.1218190504191998,0.08100941639072848,0.06613476627499083,0.0,0,1.0
s010357,TESS,happy,train,271.0848290862146,60.563605613077485,0.9821428571428571,0.1322437709025401,0.09107307185029842,0.15096248592342343,0.0965670242140325,0.0,0,1.0
s004308,CREMA-D,happy,train,201.1863205781123,23.432119799418025,0.35526315789473684,0.0698264953094405,0.06243453169442033,0.1340218853476821,0.1625879776788874,0.0,0,1.0
s003816,CREMA-D,happy,train,0.0,0.0,0.0,0.06717330271519882,0.08222955915373939,0.10934846297554347,0.11891835201369964,0.0,0,1.0
s003160,CREMA-D,happy,train,0.0,0.0,0.0,0.08873108820989728,0.07950957122035077,0.22353636188271606,0.21150236431363093,0.025000000000000022,0,0.975
s005778,CREMA-D,happy,train,174.1887881100578,46.69699995369397,0.5773195876288659,0.06120206634081977,0.07253870473328915,0.0754369362113402,0.03875714527719672,0.0,0,1.0
s004594,CREMA-D,happy,validation,167.06902185838138,51.43956524003492,0.6021505376344086,0.05428641743867869,0.05369647756472633,0.061360677083333336,0.02335464251625883,0.0,0,1.0
s010393,TESS,happy,train,285.0176356826521,63.1877834749377,0.8627450980392157,0.11520086082175725,0.09353839415264775,0.17848855198019803,0.21032526984416852,0.020000000000000018,1,0.98
s006698,CREMA-D,happy,train,160.39280964027242,50.343632185491586,0.6805555555555556,0.09016710446060945,0.10708351731410623,0.07834879557291667,0.05295040871454733,0.013890772945549301,0,0.9861092270544507
s005110,CREMA-D,happy,train,144.16326547747533,37.55838790050852,0.6410256410256411,0.06323536341228793,0.05407582516031285,0.05922379032258065,0.036230123488887635,0.0,0,1.0
s009125,TESS,happy,validation,252.23244990004798,77.20904436841025,0.8032786885245902,0.1495565502935143,0.10293659534910986,0.1255649535123967,0.1907731613520993,0.0,0,1.0
s003640,CREMA-D,happy,test,111.52232370767548,14.189742187598693,0.45454545454545453,0.0929460702829209,0.09019210075671208,0.06856362336601307,0.049523069019612675,0.0,0,1.0
s006844,CREMA-D,happy,test,130.43129169756355,19.208862411310463,0.29069767441860467,0.07341077609182617,0.07432010997151672,0.06650277071220931,0.042157526384777114,0.0,0,1.0
s000799,RAVDESS,happy,train,160.69634398599837,12.942841468753022,0.6164383561643836,0.10015743924947135,0.08084709516542338,0.10511853448275862,0.12325338209733419,0.08333333333333337,1,0.9166666666666666
s000972,RAVDESS,happy,train,217.186996411502,34.74036360248974,0.7333333333333333,0.16921488115605846,0.09945386283825738,0.11169022120786516,0.09464370928894825,0.0,0,1.0
s000143,RAVDESS,happy,validation,403.684514702311,59.5038521602577,0.7368421052631579,0.10852510327339611,0.07431654695796738,0.21342643805309736,0.16968917195807262,0.0,0,1.0
s002234,CREMA-D,happy,validation,206.20933993984806,42.30043390956036,0.423728813559322,0.11573017251669851,0.10090612405235602,0.06416099091880342,0.027109115023855358,0.0,0,1.0
s010323,TESS,happy,train,280.25359492332547,58.87213182466675,0.9795918367346939,0.12438157791442865,0.08558811862226015,0.14148198341836735,0.10162124399041787,0.020482457894947403,1,0.9795175421050526
s000449,RAVDESS,happy,validation,195.03258185456806,39.909658004929284,0.8928571428571429,0.10241306473727564,0.08033094821601572,0.11168003941441441,0.1004588684763828,0.0,0,1.0
s003021,CREMA-D,happy,train,0.0,0.0,0.0,0.08279415119200124,0.06422197648105345,0.0626433486238532,0.05560561185425006,0.0,0,1.0
s002832,CREMA-D,happy,train,184.2893452144313,37.13121605985593,0.75,0.08501845831061645,0.0717155927167736,0.14691460882867133,0.1684100225063751,0.0,0,1.0
s009172,TESS,happy,validation,284.0984569686699,79.58450945462802,0.7931034482758621,0.12393232001720564,0.08727134824102188,0.13620923913043478,0.19169191522488224,0.0348560147048812,1,0.9651439852951188
s009198,TESS,happy,validation,208.4271599381715,37.05732764868096,0.4827586206896552,0.16963234141565345,0.09942011590964919,0.13803205818965517,0.19420263624367093,0.0,0,1.0
s009218,TESS,happy,validation,247.56015559279393,77.5358596884725,0.6060606060606061,0.11552648851647973,0.09262567315875764,0.130270455629771,0.2052642185826124,0.06153846153846154,1,0.9384615384615385
s011054,SAVEE,happy,train,220.24958303992938,49.627677425238055,0.7951807228915663,0.15505369370027136,0.1426861535795742,0.13435724431818183,0.14538023235199732,0.03658536585365857,1,0.9634146341463414
s010355,TESS,happy,train,281.26850920816827,57.83064839240127,0.8214285714285714,0.13382447418979126,0.11220641456404695,0.19138865427927929,0.1773799309972428,0.054545454545454564,1,0.9454545454545454
s007531,CREMA-D,happy,train,125.19457446280921,28.304090080397685,0.6451612903225806,0.051761400215782044,0.0670150259658559,0.08617568597560976,0.08994529631814226,0.016393442622950838,0,0.9836065573770492
s002194,CREMA-D,happy,validation,244.6215086560293,29.318273107673853,0.8214285714285714,0.07047061190881708,0.0821846344976119,0.05523296734234234,0.023361747022779607,0.0,0,1.0
s002536,CREMA-D,happy,test,135.1272395137034,3.600576680175576,0.29508196721311475,0.09400745746025368,0.08953499185482015,0.06223366477272727,0.04220850864835103,0.0,0,1.0
s004208,CREMA-D,happy,validation,334.6387041373765,162.6046549910453,0.5076923076923077,0.15918772888925764,0.10000403821105011,0.07211421996124032,0.025979928941494767,0.015625,0,0.984375
s000538,RAVDESS,happy,train,337.8107742335961,159.79353690756045,0.7551020408163265,0.1438825149089098,0.09264287485717075,0.14496415914948454,0.12368515235608686,0.0,0,1.0
s009184,TESS,happy,validation,295.4353764130219,95.19491988874489,0.5806451612903226,0.12166677660969717,0.08907787659345967,0.12551190776209678,0.17027068532016593,0.0,0,1.0
s008433,CREMA-D,happy,test,116.77307699990702,45.19095447212502,0.36904761904761907,0.13395962058873234,0.06984443787636956,0.0836042758233533,0.0634096252803569,0.0,0,1.0
s005344,CREMA-D,happy,train,239.6204266796058,59.27316284908879,0.7857142857142857,0.10479994437044805,0.08644438981189256,0.07660297015765766,0.02871533749490483,0.036363636363636376,0,0.9636363636363636
s002170,CREMA-D,happy,train,206.6730754893058,24.533431014602225,0.7625,0.09683380727275456,0.10265841726288746,0.08645341981132075,0.052336128366304184,0.025316455696202556,0,0.9746835443037974
s007040,CREMA-D,happy,test,419.49242165952404,165.88269116214957,0.84,0.09663042510803414,0.09068705735317939,0.10881790058724833,0.05092765630166385,0.16162466459725366,2,0.8383753354027463
s010387,TESS,happy,train,286.89515054658625,55.56160848717225,0.8928571428571429,0.14323322382034012,0.10663836010706529,0.18713048986486486,0.20603782302334614,0.07272727272727275,1,0.9272727272727272
s009281,TESS,happy,validation,297.2727213381214,104.91814734544197,0.7796610169491526,0.1522425778218123,0.09347001777126167,0.1314269497863248,0.19048064852525814,0.0,0,1.0
s006136,CREMA-D,happy,test,204.37001342637546,104.26563829174535,0.7647058823529411,0.07132304416010433,0.06914118995679802,0.10615524443069307,0.06467141168054291,0.0,0,1.0
s010467,TESS,happy,train,276.5172538444406,61.646294889718405,0.9464285714285714,0.12543684401054372,0.10284102444669067,0.13531989020270271,0.10854173377103991,0.09019165727170242,1,0.9098083427282976
s009294,TESS,happy,validation,263.9471534250403,84.75925958021142,0.8636363636363636,0.13646392898888074,0.08043822122284554,0.12309866240530302,0.20012811525228383,0.0,0,1.0
s004108,CREMA-D,happy,train,256.83229525668054,58.46852866972249,0.5121951219512195,0.14160826873959848,0.1290716987075641,0.1002144842791411,0.10725667506488613,0.0864197530864198,2,0.9135802469135802
s001117,CREMA-D,happy,test,126.14638626957033,25.836399999461356,0.3157894736842105,0.05449960387885472,0.06450175278222346,0.10030784354304635,0.09883340717951214,0.19999999999999996,3,0.8
s008301,CREMA-D,happy,validation,419.89579286738604,189.08517639004842,0.6119402985074627,0.10917744312240783,0.10211163105358764,0.09642461520522388,0.08030053150892126,0.0,0,1.0
s005154,CREMA-D,happy,train,96.40700901804514,5.9437252622005845,0.5,0.08923803558834245,0.0826949346511512,0.08118246203271028,0.07449205944204856,0.0,0,1.0
s007777,CREMA-D,happy,train,87.56165193386762,8.638988830417796,0.3950617283950617,0.06646820062031009,0.05795285411229197,0.1392481075310559,0.14068915745206548,0.0,0,1.0
s006793,CREMA-D,happy,test,118.65059310114226,10.930465216683256,0.7037037037037037,0.07832470301225364,0.07450877025749952,0.05638507593457944,0.026418799963887633,0.0,0,1.0
s002124,CREMA-D,happy,train,270.21888788258707,15.562632842205446,0.8421052631578947,0.16834160087940594,0.11856267925220779,0.15020833333333333,0.0942155181291108,0.0,0,1.0
s007645,CREMA-D,happy,train,176.75251041608865,33.25637063090531,0.5737704918032787,0.09509535380908526,0.08069748837482683,0.0742994576446281,0.028714727428227314,0.0,0,1.0
s003370,CREMA-D,happy,train,166.4293356834371,59.7178398125266,0.4268292682926829,0.08218092399655036,0.08188406794518364,0.11101059240797546,0.11870950549440469,0.0,0,1.0
s009156,TESS,happy,validation,240.41352125230387,89.56681178084715,0.676923076923077,0.1215125600691856,0.08845203173745193,0.1346596414728682,0.1760428279704229,0.0,0,1.0
s004250,CREMA-D,happy,train,170.34638479932505,51.75950265334993,0.4533333333333333,0.07242158777861787,0.08651129701761551,0.0861865562080537,0.04614940889098584,0.0,0,1.0
s005204,CREMA-D,happy,train,106.25277577914468,10.499834812699394,0.5588235294117647,0.0657334197909007,0.06850197081724783,0.07871189963054187,0.0706391555700938,0.0,0,1.0
s003892,CREMA-D,happy,train,254.02986960398135,158.0974301575921,0.75,0.1572687905046995,0.09485908467095588,0.11765526523109243,0.10116092160476732,0.0,0,1.0
s009157,TESS,happy,validation,260.10424277125253,72.29545095980153,0.546875,0.10932183366334873,0.09008815780052559,0.1373185285433071,0.17207175731295077,0.0,0,1.0
s001016,RAVDESS,happy,train,236.0446989164716,41.07281683617996,0.9444444444444444,0.1130426285239524,0.08701749537730791,0.14630183995327103,0.1159072588026504,0.0,0,1.0
s010983,SAVEE,neutral,train,134.73774226748273,22.20492395949068,0.9195402298850575,0.1293214643427919,0.11785825654301495,0.04653630780346821,0.07282812081810033,0.011627906976744207,0,0.9883720930232558
s007658,CREMA-D,neutral,train,112.21202378944272,10.671676865036952,0.44155844155844154,0.09836408953651105,0.07001076841507907,0.0676764195261438,0.035075501318135555,0.0,0,1.0
s008010,CREMA-D,neutral,train,99.31307585122806,22.474265049526476,0.7966101694915254,0.07493144783995345,0.0758850575385921,0.07907652243589744,0.06672651362217147,0.0,0,1.0
s003843,CREMA-D,neutral,train,143.37815273768382,48.744476665356025,0.5362318840579711,0.08996188477275596,0.0692630628236735,0.06412760416666667,0.024758757050810307,0.0,0,1.0
s010966,SAVEE,neutral,train,134.45052354931997,21.33947480080217,0.8764044943820225,0.10151434323545229,0.07357363027170521,0.099609375,0.12372716942893365,0.0,0,1.0
s007103,CREMA-D,neutral,test,190.6116995721093,29.60639374465371,0.7380952380952381,0.06172020539842144,0.053634910380881286,0.08422412986526946,0.06071504209616241,0.0,0,1.0
s002941,CREMA-D,neutral,train,201.43896353708539,24.025814539162788,0.875,0.10642464984104866,0.08004842544773215,0.06230333116319445,0.05468757022200555,0.0,0,1.0
s004027,CREMA-D,neutral,test,178.4926138962657,42.833352481307585,0.9230769230769231,0.10410969254489129,0.071100184687524,0.08268479567307692,0.0816405341064521,0.0,0,1.0
s005503,CREMA-D,neutral,train,196.28210121301876,52.84031460133727,0.75,0.09183395522351037,0.06618216227914193,0.08744035366766467,0.09785146962006928,0.0,0,1.0
s009317,TESS,neutral,validation,189.5059088978091,6.71819110684028,0.7833333333333333,0.19657681624115514,0.12740559036836147,0.10821789653361344,0.12707300607946023,0.0,0,1.0
s000267,RAVDESS,neutral,train,113.9461618885353,19.206472238099295,0.953125,0.10110117842839282,0.0686751458328915,0.13980222687007873,0.18821086645007842,0.0,0,1.0
s006043,CREMA-D,neutral,train,131.36408450058877,42.979337622555654,0.796875,0.07600977471156511,0.08599228252633824,0.05998992919921875,0.025409305330655878,0.0,0,1.0
s001627,CREMA-D,neutral,train,187.71986062088453,37.06594142362403,0.8832116788321168,0.08500768378866415,0.07848545212083745,0.060693002965328466,0.03945934513602163,0.0,0,1.0
s010591,TESS,neutral,train,192.85278868917658,3.9336849389680144,0.7777777777777778,0.18630171550437807,0.11861767687776859,0.1528828125,0.2181641309030779,0.0,0,1.0
s003735,CREMA-D,neutral,train,129.246958909529,19.88606858180935,0.4074074074074074,0.06051737577394114,0.06673545297010212,0.13133249223602483,0.14373524670076032,0.0,0,1.0
s006493,CREMA-D,neutral,train,149.61879113287344,23.5622709442073,0.6811594202898551,0.10710644946042178,0.09064294824717414,0.05353402400362319,0.015008793850293167,0.0,0,1.0
s006639,CREMA-D,neutral,train,125.86128390665682,17.207261072277287,0.603448275862069,0.10973730383278883,0.09870264281953826,0.058194633152173915,0.02477933127280777,0.10526315789473684,0,0.8947368421052632
s008188,CREMA-D,neutral,train,91.20530299504924,15.56345889146379,0.9558823529411765,0.09784522178747199,0.04545217765099635,0.06266515395220588,0.082500371264666,0.0,0,1.0
s002791,CREMA-D,neutral,train,113.15136403970486,13.618808438599128,0.5164835164835165,0.07540776679333258,0.0701886134115225,0.07383778331043957,0.03223967352573003,0.0,0,1.0
s011090,SAVEE,neutral,train,125.3298137981194,11.10593257592504,0.8650793650793651,0.11479268103617195,0.10100587029670909,0.10432488794820717,0.10692700040350461,0.17600000000000005,3,0.824
s004015,CREMA-D,neutral,test,160.08898611875935,19.871549283547242,0.6811594202898551,0.1374445996530678,0.10445154372757433,0.05618772644927536,0.02399180796664895,0.0,0,1.0
s005773,CREMA-D,neutral,train,199.65002804261593,44.517647954988284,0.5851063829787234,0.11305311388593722,0.08883378072703256,0.07738218916223404,0.0542224826342297,0.0,0,1.0
s004929,CREMA-D,neutral,test,136.36169253017968,32.851260295017546,0.6533333333333333,0.04023027023138016,0.05001358990802521,0.09789219798657718,0.10847553313194414,0.0,0,1.0
s010617,TESS,neutral,train,201.50593814090777,3.8132279761091756,0.8235294117647058,0.18950519015026443,0.1250197831182046,0.13646024816176472,0.18430859463504395,0.07378584810491429,1,0.9262141518950857
s004841,CREMA-D,neutral,train,189.745341651687,63.942417083420956,0.5882352941176471,0.07448441924295834,0.06305289216866701,0.0698675573224852,0.04037498367366008,0.0,0,1.0
s002353,CREMA-D,neutral,train,122.88011153828029,9.904304569490646,0.2222222222222222,0.06775611573367478,0.07343994214221182,0.08562208850931677,0.10385956869702635,0.0,0,1.0
s001293,CREMA-D,neutral,train,222.32992513287326,12.551729574032356,0.7685185185185185,0.11536197222249453,0.06604627667259272,0.14942768895348837,0.18590983182919152,0.0,0,1.0
s003407,CREMA-D,neutral,train,254.2538016338916,44.2741041663254,0.38596491228070173,0.08870530134248258,0.0749148720843221,0.21308075221238937,0.210935013704237,0.0,0,1.0
s010682,TESS,neutral,train,189.11646574142657,4.9805823086316625,0.9242424242424242,0.2036691181830891,0.11881592237163964,0.12201812977099237,0.16619506787451224,0.0,0,1.0
s003729,CREMA-D,neutral,train,97.45751847081678,10.399409494194835,0.7272727272727273,0.05304937349522815,0.05489147117342013,0.07110396241830065,0.03333609917964965,0.0,0,1.0
s007922,CREMA-D,neutral,validation,154.02466589409616,48.644086147724956,0.7948717948717948,0.06082862430522519,0.050772900645969815,0.1497290826612903,0.19497955289162022,0.0,0,1.0
s001913,CREMA-D,neutral,test,108.1644952046126,11.799714347289033,0.39080459770114945,0.09055123734020296,0.0807986879352611,0.05403084590517242,0.025323221752830086,0.0,0,1.0
s001401,CREMA-D,neutral,test,107.12809680385062,4.459088822070634,0.2878787878787879,0.10005297935144468,0.07977611396043195,0.07950846354166667,0.11483524940856142,0.0,0,1.0
s002803,CREMA-D,neutral,train,135.29423613763464,41.06694030550007,0.4819277108433735,0.10939993665299633,0.089507761919107,0.05571141098484848,0.018554159824972223,0.0,0,1.0
s003023,CREMA-D,neutral,train,182.17848598608603,18.287972595704296,0.4696969696969697,0.11051595970198061,0.0644428032383831,0.06369850852272728,0.05361825774544034,0.0,0,1.0
s006713,CREMA-D,neutral,train,107.72135822243354,12.387735245751804,0.3625,0.07135605973736295,0.06400395428776333,0.059957252358490566,0.030750435832447326,0.0,0,1.0
s010678,TESS,neutral,train,181.90103702732264,4.061030034897828,0.9193548387096774,0.19269381889437392,0.11254043653453907,0.14508701727642276,0.194392845693452,0.016308329351807593,1,0.9836916706481924
s009411,TESS,neutral,validation,188.01422342650028,7.784667103922011,0.7692307692307693,0.253294321636741,0.14950328113743977,0.08920522836538461,0.1361433370862285,0.0,0,1.0
s006631,CREMA-D,neutral,train,119.89567885134035,11.65418367012503,0.4307692307692308,0.05325676118955016,0.07265610834739321,0.06229717548076923,0.03845544986949926,0.0,0,1.0
s001136,CREMA-D,neutral,test,111.25092060380192,11.749064523651807,0.21176470588235294,0.05581938925692264,0.06265397788166682,0.11186236213235294,0.11903609834359002,0.0,0,1.0
s007400,CREMA-D,neutral,train,212.608071564991,15.391194127334138,0.44776119402985076,0.14325004852196174,0.09855643003394825,0.07047283115671642,0.044571039169056303,0.0,0,1.0
s001245,CREMA-D,neutral,train,202.27342272454808,46.49164861597047,0.49504950495049505,0.08218368737314323,0.09005665019348986,0.08068058146766169,0.05184457447861365,0.0,0,1.0
s002381,CREMA-D,neutral,train,105.35977734689455,22.21413101772384,0.6533333333333333,0.06557298065381963,0.08285314623404993,0.05191511115771812,0.03203684190960537,0.0,0,1.0
s006235,CREMA-D,neutral,train,106.26629821737254,14.72897933935644,0.7090909090909091,0.06909254717228075,0.06919041967879949,0.06470283961187215,0.02502592652952258,0.0,0,1.0
s005087,CREMA-D,neutral,train,123.52199040799631,36.431285807323434,0.5694444444444444,0.07404079214514543,0.07489756601357261,0.0674777560763889,0.024533485976024966,0.0,0,1.0
s011183,SAVEE,neutral,train,142.06620324117944,20.218946795988337,0.6106194690265486,0.09583862547607472,0.08131250837648851,0.10860677083333334,0.14745080159701254,0.017857142857142905,1,0.9821428571428571
s000311,RAVDESS,neutral,validation,193.34239853169885,26.373846030476773,0.94,0.1695509818570707,0.09648856485085529,0.11799636994949494,0.12979597349430078,0.0,0,1.0
s003301,CREMA-D,neutral,train,194.7947721813607,21.432123693198246,0.9135802469135802,0.0976692845478006,0.06858074561564907,0.0632036102484472,0.034948599300916296,0.0,0,1.0
s006693,CREMA-D,neutral,train,129.2972755595119,17.910108794924934,0.8115942028985508,0.08206941596619839,0.08725432656377849,0.11783616560218978,0.13310695987667825,0.014705882352941124,0,0.9852941176470589
s009493,TESS,neutral,validation,187.92700774790364,8.23224297504185,0.8,0.21180729057329398,0.12825282773629418,0.1236328125,0.17655048160665546,0.0,0,1.0
s006089,CREMA-D,neutral,train,113.99196333109086,13.662788378844606,0.6949152542372882,0.08306703958501163,0.07449690049821266,0.0670322516025641,0.03354662161331945,0.0,0,1.0
s006317,CREMA-D,neutral,test,101.09132424219138,14.152355993364765,0.20224719101123595,0.05500142683348294,0.05564625071949977,0.059520935744382025,0.02070134251345853,0.0,0,1.0
s008032,CREMA-D,neutral,train,131.0304760431663,17.964966026527062,0.78,0.1508976887497637,0.10642204877590222,0.05716343118686869,0.026701841972001088,0.0,0,1.0
s011282,SAVEE,neutral,test,125.27303162900608,25.66895241495843,0.7804878048780488,0.12111989898318597,0.1037866540476938,0.08554208205521473,0.11591109928328913,0.03703703703703709,2,0.9629629629629629
s004449,CREMA-D,neutral,train,123.75372019462677,19.38025847663874,0.647887323943662,0.06633610576128876,0.06864607131566393,0.059535926496478875,0.02259729377398557,0.0,0,1.0
s004303,CREMA-D,neutral,train,119.20989819769319,11.605004578016342,0.6511627906976745,0.1318226308930059,0.0790931169966041,0.060995412427325583,0.023346565155961625,0.0,0,1.0
s003049,CREMA-D,neutral,train,191.94394942111072,22.070256893935465,0.6352941176470588,0.10832784232303236,0.06810613642170665,0.05143999630177515,0.019142402770598303,0.0,0,1.0
s000793,RAVDESS,neutral,train,129.35324212338983,24.44261458061939,1.0,0.13953586564379272,0.07533293776891051,0.08308131720430108,0.05720471416456544,0.0,0,1.0
s009299,TESS,neutral,validation,183.75222434057804,8.653155427074104,0.828125,0.2019638530764496,0.12151678185344904,0.08470916748046875,0.10983752452074645,0.0,0,1.0
s004109,CREMA-D,neutral,train,153.87682638528545,39.5882858147178,0.573170731707317,0.10101342929150063,0.08647329474599862,0.0943551092791411,0.0972746575845517,0.0,0,1.0
s011212,SAVEE,sad,train,119.04536575362027,13.717159818423665,0.6535947712418301,0.0848868115347062,0.08116571798423756,0.10672067110655738,0.1249113894563496,0.07894736842105265,3,0.9210526315789473
s001113,CREMA-D,sad,test,93.64283461597591,11.860242647057843,0.4722222222222222,0.06367039708291283,0.05937464868300597,0.07523600260416667,0.05747665537221632,0.0,0,1.0
s005238,CREMA-D,sad,train,167.6225499441939,11.514313784752005,0.10377358490566038,0.10891781210616866,0.05729959727392881,0.0528176836492891,0.015522329642323644,0.0,0,1.0
s004091,CREMA-D,sad,train,95.71120360596584,9.783865717922767,0.2638888888888889,0.1267369013124456,0.04291706136722849,0.06196424696180555,0.03561327160469728,0.0,0,1.0
s003332,CREMA-D,sad,train,226.34100902708445,51.46316018636688,0.5063291139240507,0.07223615446572851,0.06833098031134256,0.06136171377388535,0.029460391428243967,0.0,0,1.0
s010758,TESS,sad,train,214.50917204518817,35.78489264480147,0.7681159420289855,0.1730629964918578,0.11338204068969057,0.13969120666058393,0.2316394177902104,0.0,0,1.0
s004310,CREMA-D,sad,train,84.37377334705447,15.01148788112803,0.18181818181818182,0.17091063963192882,0.06367340846890587,0.13884943181818182,0.15855373171764964,0.0,0,1.0
s003818,CREMA-D,sad,train,0.0,0.0,0.0,0.08021768749509968,0.05386753943055046,0.08356672562893082,0.07567817157294994,0.0,0,1.0
s003162,CREMA-D,sad,train,0.0,0.0,0.0,0.09442811202080477,0.05861679462753243,0.12057446676587301,0.1350566668445782,0.0,0,1.0
s005780,CREMA-D,sad,train,140.65582152240734,48.76522435192159,0.5258620689655172,0.10721383112129466,0.06893183991871803,0.0718994140625,0.041805307298077736,0.0,0,1.0
s004602,CREMA-D,sad,validation,129.48460715577838,11.417875183465899,0.44155844155844154,0.15880117317040762,0.1024040836336001,0.08470562704248366,0.09461056679542802,0.0,0,1.0
s010794,TESS,sad,train,220.03955980206902,37.1451545242695,0.75,0.14473719341139848,0.1121460215314582,0.15278764204545456,0.23776309414532432,0.014084507042253502,1,0.9859154929577465
